NR_SEQL_OCR_CVN;NR_CVN;VL_SDO_CGN;DT_CBR_PCL;DT_PRVT_RPSS_CVN;NR_CTR_OPR
69069527;1640;-96.66;2020-02-07;2020-02-07;908317024
69069528;1640;-397.77;2020-02-07;2020-02-07;908357760
69069529;1640;-357.23;2020-02-07;2020-02-07;908433025
69069530;1640;-1187.01;2020-02-07;2020-02-07;908439230
69069531;1640;-174.67;2020-02-07;2020-02-07;908440006
69069532;1640;-80.43;2020-02-07;2020-02-07;908490335
69069533;1640;-163.53;2020-02-07;2020-02-07;908513630
69069534;1640;-190.79;2020-02-07;2020-02-07;908519257
69069535;1640;-604.52;2020-02-07;2020-02-07;908524833
69069536;1640;-284.84;2020-02-07;2020-02-07;908570272
69069537;1640;-4488.11;2020-02-07;2020-02-07;908591376
69069538;1640;-227.58;2020-02-07;2020-02-07;908593036
69069539;1640;-136.00;2020-02-07;2020-02-07;908595304
69069540;1640;-228.94;2020-02-07;2020-02-07;908595401
69069541;1640;-633.38;2020-02-07;2020-02-07;908601836
69069542;1640;-202.78;2020-02-07;2020-02-07;908612575
69069543;1640;-82.96;2020-02-07;2020-02-07;908612805
69069544;1640;-176.80;2020-02-07;2020-02-07;908614260
69069545;1640;-20.77;2020-02-07;2020-02-07;908625014
69069546;1640;-40.77;2020-02-07;2020-02-07;908650581
69069547;1640;-269.44;2020-02-07;2020-02-07;908652260
69069548;1640;-393.48;2020-02-07;2020-02-07;908654417
69069549;1640;-285.42;2020-02-07;2020-02-07;908656741
69069550;1640;-135.91;2020-02-07;2020-02-07;908657511
69069551;1640;-538.80;2020-02-07;2020-02-07;908686153
69069552;1640;-54.33;2020-02-07;2020-02-07;908728880
69069553;1640;-239.60;2020-02-07;2020-02-07;908747281
69069554;1640;-277.98;2020-02-07;2020-02-07;908789387
69069555;1640;-35.63;2020-02-07;2020-02-07;908846985
69069556;1640;-182.24;2020-02-07;2020-02-07;908849294
69069557;1640;-19.10;2020-02-07;2020-02-07;908918303
69069558;1640;-138.22;2020-02-07;2020-02-07;908922752
69069559;1640;-98.40;2020-02-07;2020-02-07;908929857
69069560;1640;-1105.41;2020-02-07;2020-02-07;908931108
69069561;1640;-400.34;2020-02-07;2020-02-07;908936183
69069562;1640;-348.78;2020-02-07;2020-02-07;908957427
69069563;1640;-243.10;2020-02-07;2020-02-07;908992849
69069564;1640;-234.51;2020-02-07;2020-02-07;908995745
69069565;1640;-5654.40;2020-02-07;2020-02-07;908996833
69069566;1640;-283.28;2020-02-07;2020-02-07;909003485
69069567;1640;-243.49;2020-02-07;2020-02-07;909006081
69069568;1640;-997.39;2020-02-07;2020-02-07;909051210
69069569;1640;-282.42;2020-02-07;2020-02-07;909052312
69069570;1640;-285.75;2020-02-07;2020-02-07;909063266
69069571;1640;-48.67;2020-02-07;2020-02-07;909081364
69069572;1640;-102.84;2020-02-07;2020-02-07;909122459
69069573;1640;-233.01;2020-02-07;2020-02-07;909156753
69069574;1640;-294.52;2020-02-07;2020-02-07;909166257
69069575;1640;-56.70;2020-02-07;2020-02-07;909171905
69069576;1640;-281.45;2020-02-07;2020-02-07;909186460
69069577;1640;-297.25;2020-02-07;2020-02-07;909226344
69069578;1640;-282.33;2020-02-07;2020-02-07;909235652
69069579;1640;-244.02;2020-02-07;2020-02-07;909244786
69069580;1640;-285.37;2020-02-07;2020-02-07;909689574
69069581;1640;-284.59;2020-02-07;2020-02-07;909804006
69069582;1640;-282.48;2020-02-07;2020-02-07;909840575
69069583;1640;-252.95;2020-02-07;2020-02-07;909856316
69069584;1640;-54.73;2020-02-07;2020-02-07;909927609
69069585;1640;-135.58;2020-02-07;2020-02-07;909927675
69069586;1640;-611.32;2020-02-07;2020-02-07;909944711
69069587;1640;-525.18;2020-02-07;2020-02-07;909950339
69069588;1640;-284.37;2020-02-07;2020-02-07;909960874
69069589;1640;-2886.51;2020-02-07;2020-02-07;909964920
69069590;1640;-194.02;2020-02-07;2020-02-07;909971337
69069591;1640;-315.11;2020-02-07;2020-02-07;909976172
69069592;1640;-216.79;2020-02-07;2020-02-07;910028813
69069593;1640;-899.71;2020-02-07;2020-02-07;910040065
69069594;1640;-149.91;2020-02-07;2020-02-07;910058935
69069595;1640;-15.21;2020-02-07;2020-02-07;910075205
69069596;1640;-270.81;2020-02-07;2020-02-07;910133481
69069597;1640;-268.52;2020-02-07;2020-02-07;910133538
69069598;1640;-285.49;2020-02-07;2020-02-07;910134456
69069599;1640;-259.00;2020-02-07;2020-02-07;910239727
69069600;1640;-195.98;2020-02-07;2020-02-07;910247539
69069601;1640;-279.67;2020-02-07;2020-02-07;910249219
69069602;1640;-81.19;2020-02-07;2020-02-07;910255232
69069603;1640;-499.99;2020-02-07;2020-02-07;910268219
69069604;1640;-70.86;2020-02-07;2020-02-07;910367235
69069605;1640;-81.03;2020-02-07;2020-02-07;910377263
69069606;1640;-105.35;2020-02-07;2020-02-07;910389405
69069607;1640;-131.60;2020-02-07;2020-02-07;910474651
69069608;1640;-225.96;2020-02-07;2020-02-07;910583755
69069609;1640;-87.09;2020-02-07;2020-02-07;910595357
69069610;1640;-159.68;2020-02-07;2020-02-07;910605749
69069611;1640;-286.92;2020-02-07;2020-02-07;910716751
69069612;1640;-117.48;2020-02-07;2020-02-07;910719873
69069613;1640;-42.03;2020-02-07;2020-02-07;910766063
69069614;1640;-28.54;2020-02-07;2020-02-07;910889646
69069615;1640;-61.75;2020-02-07;2020-02-07;910916466
69069616;1640;-33.99;2020-02-07;2020-02-07;910932951
69069617;1640;-1044.87;2020-02-07;2020-02-07;910947062
69069618;1640;-277.43;2020-02-07;2020-02-07;910948090
69069619;1640;-246.86;2020-02-07;2020-02-07;910978285
69069620;1640;-877.38;2020-02-07;2020-02-07;910983030
69069621;1640;-107.34;2020-02-07;2020-02-07;911003574
69069622;1640;-261.71;2020-02-07;2020-02-07;911017329
69069623;1640;-104.21;2020-02-07;2020-02-07;911045416
69069624;1640;-196.33;2020-02-07;2020-02-07;911057897
69069625;1640;-354.92;2020-02-07;2020-02-07;911163850
69069626;1640;-284.18;2020-02-07;2020-02-07;911206917
69069627;1640;-128.74;2020-02-07;2020-02-07;911238856
69069628;1640;-245.76;2020-02-07;2020-02-07;911270351
69069629;1640;-359.60;2020-02-07;2020-02-07;911330170
69069630;1640;-272.40;2020-02-07;2020-02-07;911361663
69069631;1640;-2117.00;2020-02-07;2020-02-07;911420987
69069632;1640;-285.62;2020-02-07;2020-02-07;911422030
69069633;1640;-26.33;2020-02-07;2020-02-07;911431056
69069634;1640;-285.94;2020-02-07;2020-02-07;911431324
69069635;1640;-317.41;2020-02-07;2020-02-07;911434279
69069636;1640;-95.59;2020-02-07;2020-02-07;911449133
69069637;1640;-280.75;2020-02-07;2020-02-07;911516328
69069638;1640;-758.76;2020-02-07;2020-02-07;911526727
69069639;1640;-139.25;2020-02-07;2020-02-07;911528720
69069640;1640;-285.30;2020-02-07;2020-02-07;911535410
69069641;1640;-285.87;2020-02-07;2020-02-07;911603419
69069642;1640;-264.70;2020-02-07;2020-02-07;911606243
69069643;1640;-2507.94;2020-02-07;2020-02-07;911618009
69069644;1640;-73.40;2020-02-07;2020-02-07;911694061
69069645;1640;-96.59;2020-02-07;2020-02-07;911725822
69069646;1640;-285.92;2020-02-07;2020-02-07;911727592
69069647;1640;-285.69;2020-02-07;2020-02-07;911746858
69069648;1640;-33.57;2020-02-07;2020-02-07;911780084
69069649;1640;-258.90;2020-02-07;2020-02-07;911784956
69069650;1640;-193.05;2020-02-07;2020-02-07;911818417
69069651;1640;-458.32;2020-02-07;2020-02-07;911893507
69069652;1640;-622.36;2020-02-07;2020-02-07;911915818
69069653;1640;-502.81;2020-02-07;2020-02-07;911990507
69069654;1640;-119.78;2020-02-07;2020-02-07;911991222
69069655;1640;-747.07;2020-02-07;2020-02-07;912002887
69069656;1640;-184.47;2020-02-07;2020-02-07;912102560
69069657;1640;-421.53;2020-02-07;2020-02-07;912146622
69069658;1640;-81.00;2020-02-07;2020-02-07;912169847
69069659;1640;-178.84;2020-02-07;2020-02-07;912186258
69069660;1640;-22.00;2020-02-07;2020-02-07;912210224
69069661;1640;-94.55;2020-02-07;2020-02-07;912215300
69069662;1640;-65.86;2020-02-07;2020-02-07;912266065
69069663;1640;-195.47;2020-02-07;2020-02-07;912271006
69069664;1640;-278.29;2020-02-07;2020-02-07;912278621
69069665;1640;-96.08;2020-02-07;2020-02-07;912281023
69069666;1640;-427.16;2020-02-07;2020-02-07;912353839
69069667;1640;-83.61;2020-02-07;2020-02-07;912359585
69069668;1640;-919.44;2020-02-07;2020-02-07;912361598
69069669;1640;-39.40;2020-02-07;2020-02-07;912374622
69069670;1640;-262.88;2020-02-07;2020-02-07;912430563
69069671;1640;-731.35;2020-02-07;2020-02-07;912434580
69069672;1640;-568.26;2020-02-07;2020-02-07;912443288
69069673;1640;-26.92;2020-02-07;2020-02-07;912459641
69069674;1640;-296.47;2020-02-07;2020-02-07;912591444
69069675;1640;-58.45;2020-02-07;2020-02-07;912592754
69069676;1640;-285.17;2020-02-07;2020-02-07;912600919
69069677;1640;-325.28;2020-02-07;2020-02-07;912613450
69069678;1640;-684.16;2020-02-07;2020-02-07;912691163
69069679;1640;-16.12;2020-02-07;2020-02-07;912808003
69069680;1640;-298.48;2020-02-07;2020-02-07;912853338
69069681;1640;-80.45;2020-02-07;2020-02-07;912932513
69069682;1640;-13.08;2020-02-07;2020-02-07;912949144
69069683;1640;-13.08;2020-02-07;2020-02-07;912949204
69069684;1640;-212.64;2020-02-07;2020-02-07;913008262
69069685;1640;-290.12;2020-02-07;2020-02-07;913023714
69069686;1640;-674.28;2020-02-07;2020-02-07;913039717
69069687;1640;-78.36;2020-02-07;2020-02-07;913077802
69069688;1640;-195.64;2020-02-07;2020-02-07;913135712
69069689;1640;-295.39;2020-02-07;2020-02-07;913136625
69069690;1640;-138.31;2020-02-07;2020-02-07;913144529
69069691;1640;-292.34;2020-02-07;2020-02-07;913147853
69069692;1640;-170.35;2020-02-07;2020-02-07;913148433
69069693;1640;-299.20;2020-02-07;2020-02-07;913156620
69069694;1640;-357.63;2020-02-07;2020-02-07;913159355
69069695;1640;-1253.83;2020-02-07;2020-02-07;913160081
69069696;1640;-1370.14;2020-02-07;2020-02-07;913175948
69069697;1640;-135.66;2020-02-07;2020-02-07;913211644
69069698;1640;-13.30;2020-02-07;2020-02-07;913227255
69069699;1640;-363.92;2020-02-07;2020-02-07;913242378
69069700;1640;-111.97;2020-02-07;2020-02-07;913246479
69069701;1640;-99.24;2020-02-07;2020-02-07;913306848
69069702;1640;-652.66;2020-02-07;2020-02-07;913313217
69069703;1640;-26.04;2020-02-07;2020-02-07;913350886
69069704;1640;-187.48;2020-02-07;2020-02-07;913358844
69069705;1640;-292.77;2020-02-07;2020-02-07;913418721
69069706;1640;-351.95;2020-02-07;2020-02-07;913491255
69069707;1640;-296.26;2020-02-07;2020-02-07;913570468
69069708;1640;-278.68;2020-02-07;2020-02-07;913597519
69069709;1640;-19.58;2020-02-07;2020-02-07;913609905
69069710;1640;-18.24;2020-02-07;2020-02-07;913658496
69069711;1640;-1260.56;2020-02-07;2020-02-07;913666111
69069712;1640;-1274.46;2020-02-07;2020-02-07;913672062
69069713;1640;-13.22;2020-02-07;2020-02-07;913676183
69069714;1640;-198.48;2020-02-07;2020-02-07;913682926
69069715;1640;-15.86;2020-02-07;2020-02-07;913721710
69069716;1640;-17.35;2020-02-07;2020-02-07;913751703
69069717;1640;-297.19;2020-02-07;2020-02-07;913799054
69069718;1640;-829.02;2020-02-07;2020-02-07;913820703
69069719;1640;-122.51;2020-02-07;2020-02-07;913831851
69069720;1640;-828.75;2020-02-07;2020-02-07;913920819
69069721;1640;-214.47;2020-02-07;2020-02-07;913940572
69069722;1640;-263.71;2020-02-07;2020-02-07;913945182
69069723;1640;-2645.91;2020-02-07;2020-02-07;913955501
69069724;1640;-52.70;2020-02-07;2020-02-07;914011820
69069725;1640;-17.84;2020-02-07;2020-02-07;914037000
69069726;1640;-131.69;2020-02-07;2020-02-07;914100642
69069727;1640;-117.52;2020-02-07;2020-02-07;914101428
69069728;1640;-278.17;2020-02-07;2020-02-07;914127572
69069729;1640;-184.36;2020-02-07;2020-02-07;914135351
69069730;1640;-10.13;2020-02-07;2020-02-07;914180271
69069731;1640;-13.53;2020-02-07;2020-02-07;914202898
69069732;1640;-13.96;2020-02-07;2020-02-07;914209444
69069733;1640;-26.81;2020-02-07;2020-02-07;914220537
69069734;1640;-295.41;2020-02-07;2020-02-07;914271862
69069735;1640;-53.88;2020-02-07;2020-02-07;914276925
69069736;1640;-262.71;2020-02-07;2020-02-07;914277945
69069737;1640;-593.72;2020-02-07;2020-02-07;914286732
69069738;1640;-83.86;2020-02-07;2020-02-07;914287480
69069739;1640;-578.16;2020-02-07;2020-02-07;914294426
69069740;1640;-295.83;2020-02-07;2020-02-07;914307893
69069741;1640;-252.65;2020-02-07;2020-02-07;914316408
69069742;1640;-157.53;2020-02-07;2020-02-07;914373668
69069743;1640;-299.09;2020-02-07;2020-02-07;914390947
69069744;1640;-210.04;2020-02-07;2020-02-07;914396479
69069745;1640;-277.91;2020-02-07;2020-02-07;914453099
69069746;1640;-95.73;2020-02-07;2020-02-07;914453239
69069747;1640;-524.76;2020-02-07;2020-02-07;914457138
69069748;1640;-157.47;2020-02-07;2020-02-07;914458428
69069749;1640;-520.11;2020-02-07;2020-02-07;914459641
69069750;1640;-573.38;2020-02-07;2020-02-07;914482067
69069751;1640;-61.08;2020-02-07;2020-02-07;914492703
69069752;1640;-220.82;2020-02-07;2020-02-07;914523664
69069753;1640;-1474.36;2020-02-07;2020-02-07;914531642
69069754;1640;-236.65;2020-02-07;2020-02-07;914606418
69069755;1640;-720.94;2020-02-07;2020-02-07;914689180
69069756;1640;-638.48;2020-02-07;2020-02-07;914690686
69069757;1640;-461.70;2020-02-07;2020-02-07;914748254
69069758;1640;-112.26;2020-02-07;2020-02-07;914752645
69069759;1640;-142.45;2020-02-07;2020-02-07;914757917
69069760;1640;-158.26;2020-02-07;2020-02-07;914758051
69069761;1640;-13.56;2020-02-07;2020-02-07;914787001
69069762;1640;-194.69;2020-02-07;2020-02-07;914810579
69069763;1640;-79.09;2020-02-07;2020-02-07;914815820
69069764;1640;-18.26;2020-02-07;2020-02-07;914832869
69069765;1640;-159.39;2020-02-07;2020-02-07;914841827
69069766;1640;-297.79;2020-02-07;2020-02-07;914844926
69069767;1640;-53.57;2020-02-07;2020-02-07;914851335
69069768;1640;-11.49;2020-02-07;2020-02-07;914853147
69069769;1640;-743.40;2020-02-07;2020-02-07;914876780
69069770;1640;-214.12;2020-02-07;2020-02-07;914901358
69069771;1640;-11.47;2020-02-07;2020-02-07;914905790
69069772;1640;-29.30;2020-02-07;2020-02-07;914929543
69069773;1640;-1342.64;2020-02-07;2020-02-07;914972476
69069774;1640;-294.20;2020-02-07;2020-02-07;915088345
69069775;1640;-54.88;2020-02-07;2020-02-07;915092721
69069776;1640;-82.91;2020-02-07;2020-02-07;915114901
69069777;1640;-38.42;2020-02-07;2020-02-07;915150307
69069778;1640;-316.09;2020-02-07;2020-02-07;915176734
69069779;1640;-749.14;2020-02-07;2020-02-07;915179707
69069780;1640;-898.85;2020-02-07;2020-02-07;915192081
69069781;1640;-38.39;2020-02-07;2020-02-07;915193197
69069782;1640;-193.46;2020-02-07;2020-02-07;915201269
69069783;1640;-282.61;2020-02-07;2020-02-07;915288388
69069784;1640;-271.70;2020-02-07;2020-02-07;915292431
69069785;1640;-242.96;2020-02-07;2020-02-07;915332825
69069786;1640;-43.44;2020-02-07;2020-02-07;915365246
69069787;1640;-34.74;2020-02-07;2020-02-07;915365338
69069788;1640;-124.66;2020-02-07;2020-02-07;915406326
69069789;1640;-181.12;2020-02-07;2020-02-07;915412983
69069790;1640;-242.08;2020-02-07;2020-02-07;915415271
69069791;1640;-2346.08;2020-02-07;2020-02-07;915417432
69069792;1640;-13.81;2020-02-07;2020-02-07;915422795
69069793;1640;-298.88;2020-02-07;2020-02-07;915425645
69069794;1640;-13.98;2020-02-07;2020-02-07;915435663
69069795;1640;-181.44;2020-02-07;2020-02-07;915549974
69069796;1640;-89.64;2020-02-07;2020-02-07;915563263
69069797;1640;-208.79;2020-02-07;2020-02-07;915600753
69069798;1640;-62.50;2020-02-07;2020-02-07;915604954
69069799;1640;-166.41;2020-02-07;2020-02-07;915628289
69069800;1640;-10.21;2020-02-07;2020-02-07;915661558
69069801;1640;-269.79;2020-02-07;2020-02-07;915704081
69069802;1640;-695.28;2020-02-07;2020-02-07;915719778
69069803;1640;-580.09;2020-02-07;2020-02-07;915796707
69069804;1640;-291.29;2020-02-07;2020-02-07;915798979
69069805;1640;-89.17;2020-02-07;2020-02-07;915802559
69069806;1640;-396.01;2020-02-07;2020-02-07;915802724
69069807;1640;-292.77;2020-02-07;2020-02-07;915892602
69069808;1640;-644.84;2020-02-07;2020-02-07;915896317
69069809;1640;-594.00;2020-02-07;2020-02-07;915926421
69069810;1640;-253.03;2020-02-07;2020-02-07;916043332
69069811;1640;-53.88;2020-02-07;2020-02-07;916045664
69069812;1640;-201.95;2020-02-07;2020-02-07;916067747
69069813;1640;-17.97;2020-02-07;2020-02-07;916068405
69069814;1640;-13.97;2020-02-07;2020-02-07;916113425
69069815;1640;-281.82;2020-02-07;2020-02-07;916137557
69069816;1640;-198.37;2020-02-07;2020-02-07;916204147
69069817;1640;-188.70;2020-02-07;2020-02-07;916207938
69069818;1640;-160.20;2020-02-07;2020-02-07;916208907
69069819;1640;-360.21;2020-02-07;2020-02-07;916218577
69069820;1640;-322.45;2020-02-07;2020-02-07;916229561
69069821;1640;-287.76;2020-02-07;2020-02-07;916231367
69069822;1640;-573.94;2020-02-07;2020-02-07;916244212
69069823;1640;-105.83;2020-02-07;2020-02-07;916292306
69069824;1640;-244.44;2020-02-07;2020-02-07;916297529
69069825;1640;-600.20;2020-02-07;2020-02-07;916301794
69069826;1640;-268.53;2020-02-07;2020-02-07;916306759
69069827;1640;-554.34;2020-02-07;2020-02-07;916365799
69069828;1640;-268.18;2020-02-07;2020-02-07;916458212
69069829;1640;-8474.22;2020-02-07;2020-02-07;916485850
69069830;1640;-11.22;2020-02-07;2020-02-07;916617162
69069831;1640;-78.27;2020-02-07;2020-02-07;916652243
69069832;1640;-92.79;2020-02-07;2020-02-07;916668188
69069833;1640;-1020.11;2020-02-07;2020-02-07;916680231
69069834;1640;-130.36;2020-02-07;2020-02-07;916712710
69069835;1640;-1121.11;2020-02-07;2020-02-07;916725922
69069836;1640;-298.09;2020-02-07;2020-02-07;916771554
69069837;1640;-595.08;2020-02-07;2020-02-07;916857951
69069838;1640;-123.75;2020-02-07;2020-02-07;916871990
69069839;1640;-59.71;2020-02-07;2020-02-07;916945193
69069840;1640;-79.41;2020-02-07;2020-02-07;917017409
69069841;1640;-26.58;2020-02-07;2020-02-07;917077561
69069843;1640;-67.62;2020-02-07;2020-02-07;917134438
69069844;1640;-105.82;2020-02-07;2020-02-07;917145944
69069845;1640;-33.95;2020-02-07;2020-02-07;917193298
69069846;1640;-81.36;2020-02-07;2020-02-07;917211906
69069847;1640;-290.82;2020-02-07;2020-02-07;917219551
69069848;1640;-879.76;2020-02-07;2020-02-07;917227637
69069849;1640;-132.19;2020-02-07;2020-02-07;917237211
69069850;1640;-317.04;2020-02-07;2020-02-07;917285238
69069851;1640;-158.52;2020-02-07;2020-02-07;917285824
69069852;1640;-29.06;2020-02-07;2020-02-07;917290570
69069853;1640;-782.82;2020-02-07;2020-02-07;917321078
69069854;1640;-298.56;2020-02-07;2020-02-07;917341151
69069855;1640;-290.21;2020-02-07;2020-02-07;917498806
69069856;1640;-425.60;2020-02-07;2020-02-07;917499319
69069857;1640;-227.63;2020-02-07;2020-02-07;917503019
69069858;1640;-855.52;2020-02-07;2020-02-07;917507764
69069859;1640;-356.27;2020-02-07;2020-02-07;917509066
69069860;1640;-905.31;2020-02-07;2020-02-07;917524153
69069861;1640;-243.27;2020-02-07;2020-02-07;917527732
69069862;1640;-52.68;2020-02-07;2020-02-07;917581193
69069863;1640;-289.73;2020-02-07;2020-02-07;917664619
69069864;1640;-471.17;2020-02-07;2020-02-07;917699021
69069865;1640;-790.52;2020-02-07;2020-02-07;917711489
69069866;1640;-398.28;2020-02-07;2020-02-07;917762380
69069867;1640;-20.12;2020-02-07;2020-02-07;917838763
69069868;1640;-57.45;2020-02-07;2020-02-07;917856967
69069869;1640;-161.44;2020-02-07;2020-02-07;917862380
69069870;1640;-53.81;2020-02-07;2020-02-07;917863680
69069871;1640;-79.45;2020-02-07;2020-02-07;917869337
69069872;1640;-252.93;2020-02-07;2020-02-07;917871431
69069873;1640;-22.40;2020-02-07;2020-02-07;917878794
69069874;1640;-174.77;2020-02-07;2020-02-07;917929801
69069875;1640;-292.56;2020-02-07;2020-02-07;917950338
69069876;1640;-298.64;2020-02-07;2020-02-07;917953207
69069877;1640;-268.89;2020-02-07;2020-02-07;917955444
69069878;1640;-107.55;2020-02-07;2020-02-07;917963688
69069879;1640;-191.32;2020-02-07;2020-02-07;918010674
69069880;1640;-78.61;2020-02-07;2020-02-07;918035028
69069881;1640;-184.37;2020-02-07;2020-02-07;918036951
69069882;1640;-460.29;2020-02-07;2020-02-07;918044574
69069883;1640;-297.71;2020-02-07;2020-02-07;918109001
69069884;1640;-143.70;2020-02-07;2020-02-07;918175138
69069885;1640;-760.23;2020-02-07;2020-02-07;918198236
