NR_SEQL_OCR_CVN;NR_CVN;VL_SDO_CGN;DT_CBR_PCL;DT_PRVT_RPSS_CVN;NR_CTR_OPR
69131828;108643;494.00;2020-01-31;2020-01-31;911440930
69131829;108643;186.41;2020-01-31;2020-01-31;911443984
69131830;108643;437.97;2020-01-31;2020-01-31;911450171
69131831;108643;1321.54;2020-01-31;2020-01-31;911467793
69131832;108643;962.49;2020-01-31;2020-01-31;911471834
69131833;108643;76.85;2020-01-31;2020-01-31;911486237
69131834;108643;131.71;2020-01-31;2020-01-31;911501214
69131835;108643;768.24;2020-01-31;2020-01-31;911512027
69131839;108643;187.97;2020-01-31;2020-01-31;911549716
69131842;108643;2145.50;2020-01-31;2020-01-31;911590142
69131850;108643;3816.87;2020-01-31;2020-01-31;911773898
69131857;108643;1207.28;2020-01-31;2020-01-31;911898116
69131858;108643;1841.19;2020-01-31;2020-01-31;911905585
69131859;108643;525.33;2020-01-31;2020-01-31;911910954
69131861;108643;855.35;2020-01-31;2020-01-31;911953028
69131864;108643;769.40;2020-01-31;2020-01-31;911981754
69131868;108643;155.17;2020-01-31;2020-01-31;912032184
69131876;108643;993.96;2020-01-31;2020-01-31;912177161
69131877;108643;1333.33;2020-01-31;2020-01-31;912177617
69131878;108643;184.15;2020-01-31;2020-01-31;912180860
69131881;108643;315.18;2020-01-31;2020-01-31;912262720
69131882;108643;276.97;2020-01-31;2020-01-31;912263200
69131885;108643;434.66;2020-01-31;2020-01-31;912288631
69131886;108643;1029.13;2020-01-31;2020-01-31;912290059
69131891;108643;1631.31;2020-01-31;2020-01-31;912383476
69131894;108643;795.54;2020-01-31;2020-01-31;912412009
69131896;108643;481.07;2020-01-31;2020-01-31;912437905
69131898;108643;529.22;2020-01-31;2020-01-31;912450618
69131900;108643;323.38;2020-01-31;2020-01-31;912500141
69131902;108643;298.38;2020-01-31;2020-01-31;912512066
69131903;108643;879.35;2020-01-31;2020-01-31;912526129
69131907;108643;760.24;2020-01-31;2020-01-31;912582416
69131910;108643;318.29;2020-01-31;2020-01-31;912727297
69131913;108643;2924.93;2020-01-31;2020-01-31;912745414
69131915;108643;764.74;2020-01-31;2020-01-31;912770309
69131917;108643;270.18;2020-01-31;2020-01-31;912887986
69131920;108643;1474.36;2020-01-31;2020-01-31;912931711
69131921;108643;731.07;2020-01-31;2020-01-31;912937003
69131922;108643;276.04;2020-01-31;2020-01-31;912941141
69131924;108643;367.59;2020-01-31;2020-01-31;913003892
69131925;108643;560.95;2020-01-31;2020-01-31;913005709
69131927;108643;263.18;2020-01-31;2020-01-31;913031242
69131930;108643;1546.50;2020-01-31;2020-01-31;913043219
69131931;108643;1011.65;2020-01-31;2020-01-31;913044447
69131932;108643;2633.01;2020-01-31;2020-01-31;913044522
69131933;108643;170.08;2020-01-31;2020-01-31;913044616
69131934;108643;151.77;2020-01-31;2020-01-31;913046718
69131935;108643;37.87;2020-01-31;2020-01-31;913046809
69131937;108643;1214.04;2020-01-31;2020-01-31;913076396
69131938;108643;22.71;2020-01-31;2020-01-31;913081252
69131944;108643;812.65;2020-01-31;2020-01-31;913111375
69131946;108643;3445.31;2020-01-31;2020-01-31;913117153
69131951;108643;573.25;2020-01-31;2020-01-31;913149088
69131953;108643;723.58;2020-01-31;2020-01-31;913158435
69131954;108643;865.65;2020-01-31;2020-01-31;913163387
69131955;108643;1772.03;2020-01-31;2020-01-31;913172431
69131957;108643;283.85;2020-01-31;2020-01-31;913173610
69131958;108643;169.14;2020-01-31;2020-01-31;913175396
69131959;108643;4294.79;2020-01-31;2020-01-31;913179791
69131961;108643;191.99;2020-01-31;2020-01-31;913207306
69131963;108643;614.84;2020-01-31;2020-01-31;913218907
69131964;108643;1022.07;2020-01-31;2020-01-31;913220218
69131966;108643;5282.17;2020-01-31;2020-01-31;913227557
69131973;108643;896.97;2020-01-31;2020-01-31;913262831
69131976;108643;177.45;2020-01-31;2020-01-31;913276725
69131979;108643;2757.50;2020-01-31;2020-01-31;913327325
69131981;108643;966.13;2020-01-31;2020-01-31;913357692
69131982;108643;1117.83;2020-01-31;2020-01-31;913363412
69131983;108643;235.60;2020-01-31;2020-01-31;913391840
69131985;108643;619.07;2020-01-31;2020-01-31;913408019
69131988;108643;528.76;2020-01-31;2020-01-31;913421471
69131989;108643;555.14;2020-01-31;2020-01-31;913430784
69131992;108643;784.72;2020-01-31;2020-01-31;913441307
69131996;108643;382.61;2020-01-31;2020-01-31;913488696
69131997;108643;820.09;2020-01-31;2020-01-31;913497977
69131999;108643;1268.29;2020-01-31;2020-01-31;913575316
69132002;108643;98.89;2020-01-31;2020-01-31;913611598
69132003;108643;51.17;2020-01-31;2020-01-31;913639006
69132004;108643;550.34;2020-01-31;2020-01-31;913657844
69132007;108643;1672.20;2020-01-31;2020-01-31;913682683
69132008;108643;3054.51;2020-01-31;2020-01-31;913684678
69132011;108643;364.03;2020-01-31;2020-01-31;913708530
69132012;108643;807.70;2020-01-31;2020-01-31;913722046
69132015;108643;426.60;2020-01-31;2020-01-31;913781612
69132016;108643;627.86;2020-01-31;2020-01-31;913796917
69132020;108643;2105.61;2020-01-31;2020-01-31;913844537
69132021;108643;3295.47;2020-01-31;2020-01-31;913849239
69132022;108643;2488.51;2020-01-31;2020-01-31;913865219
69132023;108643;284.15;2020-01-31;2020-01-31;913897134
69132024;108643;114.24;2020-01-31;2020-01-31;913897162
69132025;108643;114.24;2020-01-31;2020-01-31;913897184
69132027;108643;88.00;2020-01-31;2020-01-31;913972255
69132031;108643;1163.55;2020-01-31;2020-01-31;914008959
69132033;108643;3085.51;2020-01-31;2020-01-31;914010760
69132035;108643;94.13;2020-01-31;2020-01-31;914030680
69132036;108643;590.46;2020-01-31;2020-01-31;914040532
69132037;108643;571.31;2020-01-31;2020-01-31;914045245
69132038;108643;393.33;2020-01-31;2020-01-31;914051615
69132039;108643;1116.48;2020-01-31;2020-01-31;914052655
69132040;108643;776.54;2020-01-31;2020-01-31;914058125
69132041;108643;1505.70;2020-01-31;2020-01-31;914061991
69132044;108643;494.12;2020-01-31;2020-01-31;914098362
69132046;108643;743.50;2020-01-31;2020-01-31;914138022
69132049;108643;415.30;2020-01-31;2020-01-31;914145277
69132050;108643;946.12;2020-01-31;2020-01-31;914146251
69132054;108643;1405.66;2020-01-31;2020-01-31;914183130
69132059;108643;118.30;2020-01-31;2020-01-31;914196491
69132064;108643;597.22;2020-01-31;2020-01-31;914226138
69132065;108643;18.82;2020-01-31;2020-01-31;914265975
69132066;108643;4140.12;2020-01-31;2020-01-31;914285258
69132067;108643;489.75;2020-01-31;2020-01-31;914298085
69132069;108643;262.51;2020-01-31;2020-01-31;914321524
69132071;108643;1334.25;2020-01-31;2020-01-31;914323780
69132072;108643;37.02;2020-01-31;2020-01-31;914333049
69132075;108643;1362.18;2020-01-31;2020-01-31;914383088
69132076;108643;785.15;2020-01-31;2020-01-31;914384916
69132078;108643;21.81;2020-01-31;2020-01-31;914400257
69132079;108643;352.47;2020-01-31;2020-01-31;914401295
69132080;108643;203.32;2020-01-31;2020-01-31;914409784
69132081;108643;3793.57;2020-01-31;2020-01-31;914410188
69132083;108643;251.71;2020-01-31;2020-01-31;914457267
69132085;108643;1563.34;2020-01-31;2020-01-31;914474613
69132087;108643;1191.94;2020-01-31;2020-01-31;914490276
69132089;108643;299.29;2020-01-31;2020-01-31;914516227
69132090;108643;366.76;2020-01-31;2020-01-31;914526087
69132092;108643;594.35;2020-01-31;2020-01-31;914534270
69132093;108643;1245.78;2020-01-31;2020-01-31;914536995
69132097;108643;26.38;2020-01-31;2020-01-31;914589760
69132098;108643;807.41;2020-01-31;2020-01-31;914592777
69132100;108643;534.30;2020-01-31;2020-01-31;914602365
69132101;108643;582.79;2020-01-31;2020-01-31;914602541
69132102;108643;830.09;2020-01-31;2020-01-31;914603617
69132103;108643;1593.55;2020-01-31;2020-01-31;914608158
69132106;108643;318.13;2020-01-31;2020-01-31;914678408
69132107;108643;597.00;2020-01-31;2020-01-31;914679777
69132108;108643;764.21;2020-01-31;2020-01-31;914681220
69132113;108643;1760.86;2020-01-31;2020-01-31;914703622
69132116;108643;56.28;2020-01-31;2020-01-31;914715211
69132118;108643;2711.69;2020-01-31;2020-01-31;914750000
69132119;108643;1429.43;2020-01-31;2020-01-31;914751497
69132121;108643;4840.54;2020-01-31;2020-01-31;914770799
69132124;108643;201.93;2020-01-31;2020-01-31;914826698
69132125;108643;650.04;2020-01-31;2020-01-31;914830025
69132128;108643;277.56;2020-01-31;2020-01-31;914836471
69132131;108643;1204.30;2020-01-31;2020-01-31;914844094
69132133;108643;51.71;2020-01-31;2020-01-31;914851649
69132134;108643;805.86;2020-01-31;2020-01-31;914875752
69132135;108643;161.25;2020-01-31;2020-01-31;914884648
69132137;108643;229.72;2020-01-31;2020-01-31;914888741
69132138;108643;915.24;2020-01-31;2020-01-31;914891686
69132139;108643;913.99;2020-01-31;2020-01-31;914895179
69132141;108643;1398.57;2020-01-31;2020-01-31;914897597
69132142;108643;316.62;2020-01-31;2020-01-31;914898919
69132143;108643;631.38;2020-01-31;2020-01-31;914903664
69132144;108643;383.17;2020-01-31;2020-01-31;914914106
69132145;108643;803.68;2020-01-31;2020-01-31;914931510
69132147;108643;2433.07;2020-01-31;2020-01-31;914933337
69132148;108643;393.99;2020-01-31;2020-01-31;914941838
69132149;108643;159.93;2020-01-31;2020-01-31;914942142
69132150;108643;2585.09;2020-01-31;2020-01-31;914942229
69132151;108643;744.96;2020-01-31;2020-01-31;914947853
69132153;108643;3808.76;2020-01-31;2020-01-31;914961754
69132156;108643;658.73;2020-01-31;2020-01-31;915037557
69132158;108643;725.20;2020-01-31;2020-01-31;915044916
69132162;108643;694.52;2020-01-31;2020-01-31;915058310
69132163;108643;248.46;2020-01-31;2020-01-31;915060986
69132164;108643;503.51;2020-01-31;2020-01-31;915061553
69132165;108643;1009.18;2020-01-31;2020-01-31;915063601
69132167;108643;241.70;2020-01-31;2020-01-31;915069359
69132169;108643;1350.19;2020-01-31;2020-01-31;915105522
69132171;108643;3188.48;2020-01-31;2020-01-31;915112906
69132172;108643;3462.10;2020-01-31;2020-01-31;915118168
69132173;108643;595.89;2020-01-31;2020-01-31;915119047
69132176;108643;1105.06;2020-01-31;2020-01-31;915132473
69132177;108643;402.52;2020-01-31;2020-01-31;915134968
69132179;108643;961.89;2020-01-31;2020-01-31;915175627
69132181;108643;105.41;2020-01-31;2020-01-31;915186664
69132182;108643;1067.56;2020-01-31;2020-01-31;915188071
69132184;108643;314.32;2020-01-31;2020-01-31;915213003
69132186;108643;202.15;2020-01-31;2020-01-31;915234756
69132187;108643;76.86;2020-01-31;2020-01-31;915236073
69132190;108643;263.79;2020-01-31;2020-01-31;915255635
69132192;108643;1055.49;2020-01-31;2020-01-31;915294433
69132193;108643;569.89;2020-01-31;2020-01-31;915308633
69132196;108643;1184.18;2020-01-31;2020-01-31;915342513
69132199;108643;100.10;2020-01-31;2020-01-31;915348503
69132202;108643;198.25;2020-01-31;2020-01-31;915415664
69132204;108643;76.63;2020-01-31;2020-01-31;915428912
69132207;108643;46.98;2020-01-31;2020-01-31;915441108
69132210;108643;252.37;2020-01-31;2020-01-31;915462847
69132211;108643;200.41;2020-01-31;2020-01-31;915466646
69132213;108643;1162.28;2020-01-31;2020-01-31;915517965
69132214;108643;331.85;2020-01-31;2020-01-31;915521574
69132222;108643;102.10;2020-01-31;2020-01-31;915568266
69132223;108643;577.80;2020-01-31;2020-01-31;915568486
69132225;108643;986.58;2020-01-31;2020-01-31;915600742
69132226;108643;168.83;2020-01-31;2020-01-31;915618245
69132228;108643;690.04;2020-01-31;2020-01-31;915626243
69132229;108643;538.25;2020-01-31;2020-01-31;915627379
69132231;108643;585.91;2020-01-31;2020-01-31;915628941
69132232;108643;217.85;2020-01-31;2020-01-31;915630832
69132233;108643;277.49;2020-01-31;2020-01-31;915633022
69132236;108643;2354.33;2020-01-31;2020-01-31;915652424
69132237;108643;754.70;2020-01-31;2020-01-31;915654622
69132238;108643;616.85;2020-01-31;2020-01-31;915660867
69132241;108643;1279.51;2020-01-31;2020-01-31;915688807
69132243;108643;1467.50;2020-01-31;2020-01-31;915704340
69132248;108643;672.36;2020-01-31;2020-01-31;915744674
69132249;108643;1126.99;2020-01-31;2020-01-31;915750433
69132250;108643;2135.06;2020-01-31;2020-01-31;915771105
69132253;108643;310.29;2020-01-31;2020-01-31;915792914
69132254;108643;34.64;2020-01-31;2020-01-31;915797146
69132258;108643;2984.30;2020-01-31;2020-01-31;915826206
69132261;108643;2693.18;2020-01-31;2020-01-31;915847807
69132262;108643;262.86;2020-01-31;2020-01-31;915848317
69132266;108643;534.95;2020-01-31;2020-01-31;915896399
69132267;108643;45.75;2020-01-31;2020-01-31;915898336
69132268;108643;11.91;2020-01-31;2020-01-31;915906103
69132270;108643;795.95;2020-01-31;2020-01-31;915920671
69132272;108643;1423.24;2020-01-31;2020-01-31;915924560
69132273;108643;850.03;2020-01-31;2020-01-31;915932236
69132277;108643;114.76;2020-01-31;2020-01-31;915984983
69132278;108643;254.06;2020-01-31;2020-01-31;915990960
69132281;108643;968.76;2020-01-31;2020-01-31;915998003
69132282;108643;106.67;2020-01-31;2020-01-31;915998292
69132285;108643;900.73;2020-01-31;2020-01-31;916019537
69132291;108643;920.06;2020-01-31;2020-01-31;916062451
69132292;108643;562.54;2020-01-31;2020-01-31;916067822
69132294;108643;1852.02;2020-01-31;2020-01-31;916087410
69132295;108643;25.38;2020-01-31;2020-01-31;916088087
69132297;108643;496.90;2020-01-31;2020-01-31;916115483
69132298;108643;134.83;2020-01-31;2020-01-31;916116837
69132300;108643;1138.53;2020-01-31;2020-01-31;916123779
69132303;108643;124.06;2020-01-31;2020-01-31;916192736
69132306;108643;1491.45;2020-01-31;2020-01-31;916204549
69132307;108643;1852.65;2020-01-31;2020-01-31;916212474
69132308;108643;723.44;2020-01-31;2020-01-31;916225895
69132309;108643;1736.45;2020-01-31;2020-01-31;916228590
69132310;108643;197.83;2020-01-31;2020-01-31;916240749
69132311;108643;97.44;2020-01-31;2020-01-31;916248208
69132312;108643;2936.38;2020-01-31;2020-01-31;916253817
69132314;108643;646.42;2020-01-31;2020-01-31;916286121
69132317;108643;407.86;2020-01-31;2020-01-31;916300573
69132318;108643;719.72;2020-01-31;2020-01-31;916324785
69132320;108643;551.15;2020-01-31;2020-01-31;916358841
69132321;108643;340.49;2020-01-31;2020-01-31;916362248
69132323;108643;212.65;2020-01-31;2020-01-31;916386291
69132327;108643;1012.74;2020-01-31;2020-01-31;916472827
69132329;108643;101.07;2020-01-31;2020-01-31;916482556
69132330;108643;773.63;2020-01-31;2020-01-31;916487603
69132335;108643;134.56;2020-01-31;2020-01-31;916527267
69132337;108643;5405.72;2020-01-31;2020-01-31;916539709
69132338;108643;319.49;2020-01-31;2020-01-31;916548913
69132344;108643;929.19;2020-01-31;2020-01-31;916563105
69132351;108643;942.65;2020-01-31;2020-01-31;916634486
69132354;108643;268.01;2020-01-31;2020-01-31;916640512
69132357;108643;339.80;2020-01-31;2020-01-31;916644063
69132358;108643;2897.91;2020-01-31;2020-01-31;916649777
69132359;108643;5197.31;2020-01-31;2020-01-31;916650984
69132360;108643;338.37;2020-01-31;2020-01-31;916653003
69132362;108643;5011.19;2020-01-31;2020-01-31;916657746
69132367;108643;92.87;2020-01-31;2020-01-31;916671493
69132368;108643;1008.52;2020-01-31;2020-01-31;916672291
69132373;108643;27.72;2020-01-31;2020-01-31;916684131
69132375;108643;238.10;2020-01-31;2020-01-31;916713166
69132377;108643;4676.66;2020-01-31;2020-01-31;916714619
69132380;108643;3125.05;2020-01-31;2020-01-31;916724444
69132381;108643;344.61;2020-01-31;2020-01-31;916736142
69132382;108643;347.64;2020-01-31;2020-01-31;916739744
69132383;108643;3863.75;2020-01-31;2020-01-31;916741218
69132385;108643;123.70;2020-01-31;2020-01-31;916747409
69132387;108643;521.63;2020-01-31;2020-01-31;916753205
69132388;108643;26.66;2020-01-31;2020-01-31;916754733
69132389;108643;109.70;2020-01-31;2020-01-31;916770449
69132394;108643;875.29;2020-01-31;2020-01-31;916810268
69132395;108643;160.35;2020-01-31;2020-01-31;916813101
69132396;108643;675.79;2020-01-31;2020-01-31;916816130
69132397;108643;1115.17;2020-01-31;2020-01-31;916818712
69132398;108643;250.65;2020-01-31;2020-01-31;916821968
69132399;108643;998.68;2020-01-31;2020-01-31;916845817
69132404;108643;1363.40;2020-01-31;2020-01-31;916866818
69132406;108643;897.59;2020-01-31;2020-01-31;916869633
69132407;108643;2605.38;2020-01-31;2020-01-31;916869850
69132408;108643;4459.22;2020-01-31;2020-01-31;916873007
69132409;108643;259.67;2020-01-31;2020-01-31;916877779
69132410;108643;102.31;2020-01-31;2020-01-31;916884950
69132411;108643;663.52;2020-01-31;2020-01-31;916889517
69132412;108643;236.92;2020-01-31;2020-01-31;916890229
69132413;108643;698.32;2020-01-31;2020-01-31;916913102
69132414;108643;906.32;2020-01-31;2020-01-31;916914515
69132418;108643;580.59;2020-01-31;2020-01-31;916957669
69132419;108643;1050.77;2020-01-31;2020-01-31;916962260
69132420;108643;894.60;2020-01-31;2020-01-31;916972774
69132422;108643;122.11;2020-01-31;2020-01-31;917008237
69132424;108643;76.85;2020-01-31;2020-01-31;917012669
69132425;108643;288.12;2020-01-31;2020-01-31;917018119
69132428;108643;344.90;2020-01-31;2020-01-31;917049208
69132433;108643;1092.43;2020-01-31;2020-01-31;917076671
69132434;108643;1054.34;2020-01-31;2020-01-31;917079839
69132435;108643;396.19;2020-01-31;2020-01-31;917081302
69132437;108643;500.21;2020-01-31;2020-01-31;917105941
69132438;108643;354.22;2020-01-31;2020-01-31;917122233
69132439;108643;586.44;2020-01-31;2020-01-31;917126950
69132441;108643;443.95;2020-01-31;2020-01-31;917130301
69132442;108643;613.61;2020-01-31;2020-01-31;917132852
69132445;108643;591.24;2020-01-31;2020-01-31;917150842
69132446;108643;641.32;2020-01-31;2020-01-31;917156328
69132450;108643;2954.64;2020-01-31;2020-01-31;917164945
69132452;108643;345.19;2020-01-31;2020-01-31;917203804
69132453;108643;2029.59;2020-01-31;2020-01-31;917231295
69132454;108643;813.31;2020-01-31;2020-01-31;917234912
69132455;108643;141.80;2020-01-31;2020-01-31;917240955
69132456;108643;288.45;2020-01-31;2020-01-31;917256797
69132458;108643;414.48;2020-01-31;2020-01-31;917277900
69132460;108643;42.18;2020-01-31;2020-01-31;917292534
69132461;108643;957.14;2020-01-31;2020-01-31;917292848
69132464;108643;1442.15;2020-01-31;2020-01-31;917321483
69132466;108643;1336.69;2020-01-31;2020-01-31;917325098
69132468;108643;3867.39;2020-01-31;2020-01-31;917338739
69132469;108643;2478.85;2020-01-31;2020-01-31;917339172
69132470;108643;361.41;2020-01-31;2020-01-31;917339320
69132471;108643;104.99;2020-01-31;2020-01-31;917343300
69132472;108643;51.09;2020-01-31;2020-01-31;917371899
69132475;108643;880.63;2020-01-31;2020-01-31;917392567
69132476;108643;1494.15;2020-01-31;2020-01-31;917403416
69132477;108643;99.19;2020-01-31;2020-01-31;917403469
69132478;108643;1536.49;2020-01-31;2020-01-31;917406505
69132479;108643;437.27;2020-01-31;2020-01-31;917421505
69132481;108643;758.88;2020-01-31;2020-01-31;917430311
69132482;108643;3596.92;2020-01-31;2020-01-31;917431811
69132485;108643;536.29;2020-01-31;2020-01-31;917437895
69132487;108643;169.40;2020-01-31;2020-01-31;917462536
69132488;108643;25.49;2020-01-31;2020-01-31;917492748
69132489;108643;3732.72;2020-01-31;2020-01-31;917498291
69132490;108643;505.07;2020-01-31;2020-01-31;917499373
69132491;108643;832.79;2020-01-31;2020-01-31;917505347
69132495;108643;94.00;2020-01-31;2020-01-31;917536595
69132496;108643;743.79;2020-01-31;2020-01-31;917537786
69132497;108643;1294.74;2020-01-31;2020-01-31;917540284
69132498;108643;3154.61;2020-01-31;2020-01-31;917542421
69132500;108643;1261.28;2020-01-31;2020-01-31;917544975
69132501;108643;2351.40;2020-01-31;2020-01-31;917556742
69132502;108643;390.51;2020-01-31;2020-01-31;917558902
69132503;108643;159.16;2020-01-31;2020-01-31;917579049
69132506;108643;852.55;2020-01-31;2020-01-31;917609900
69132507;108643;50.94;2020-01-31;2020-01-31;917616393
69132510;108643;1522.40;2020-01-31;2020-01-31;917631701
69132511;108643;509.63;2020-01-31;2020-01-31;917641054
69132512;108643;2044.47;2020-01-31;2020-01-31;917661794
69132515;108643;533.48;2020-01-31;2020-01-31;917676578
69132517;108643;134.82;2020-01-31;2020-01-31;917690173
69132518;108643;70.70;2020-01-31;2020-01-31;917690509
69132519;108643;415.84;2020-01-31;2020-01-31;917693523
69132521;108643;997.24;2020-01-31;2020-01-31;917708560
69132522;108643;944.81;2020-01-31;2020-01-31;917710405
69132523;108643;554.38;2020-01-31;2020-01-31;917710992
69132525;108643;644.96;2020-01-31;2020-01-31;917722792
69132529;108643;34.72;2020-01-31;2020-01-31;917771850
69132531;108643;58.78;2020-01-31;2020-01-31;917777839
69132534;108643;855.84;2020-01-31;2020-01-31;917789524
69132535;108643;667.45;2020-01-31;2020-01-31;917794318
69132536;108643;774.97;2020-01-31;2020-01-31;917848215
69132537;108643;799.64;2020-01-31;2020-01-31;917860243
69132538;108643;571.44;2020-01-31;2020-01-31;917879190
69132539;108643;1220.11;2020-01-31;2020-01-31;917880189
69132541;108643;669.52;2020-01-31;2020-01-31;917912264
69132542;108643;142.95;2020-01-31;2020-01-31;917915108
69132544;108643;26.32;2020-01-31;2020-01-31;917932294
69132554;108643;610.76;2020-01-31;2020-01-31;917964828
69132558;108643;1189.58;2020-01-31;2020-01-31;917984903
69132559;108643;76.68;2020-01-31;2020-01-31;918006908
69132561;108643;740.47;2020-01-31;2020-01-31;918020883
69132562;108643;660.09;2020-01-31;2020-01-31;918024143
69132563;108643;219.31;2020-01-31;2020-01-31;918026929
69132568;108643;1043.18;2020-01-31;2020-01-31;918048763
69132569;108643;38.88;2020-01-31;2020-01-31;918050758
69132570;108643;1534.55;2020-01-31;2020-01-31;918055495
69132571;108643;438.64;2020-01-31;2020-01-31;918076611
69132572;108643;1578.58;2020-01-31;2020-01-31;918081187
69132573;108643;914.56;2020-01-31;2020-01-31;918083007
69132574;108643;743.06;2020-01-31;2020-01-31;918083082
69132575;108643;363.90;2020-01-31;2020-01-31;918083124
69132576;108643;301.24;2020-01-31;2020-01-31;918083170
69132580;108643;2508.47;2020-01-31;2020-01-31;918117821
69132583;108643;249.35;2020-01-31;2020-01-31;918143969
69132585;108643;889.23;2020-01-31;2020-01-31;918155367
69132588;108643;1658.14;2020-01-31;2020-01-31;918166798
69132590;108643;1024.93;2020-01-31;2020-01-31;918185653
69132591;108643;1191.74;2020-01-31;2020-01-31;918197639
69132592;108643;165.82;2020-01-31;2020-01-31;918207905
69132594;108643;771.35;2020-01-31;2020-01-31;918253645
69132597;108643;743.22;2020-01-31;2020-01-31;918258796
69132598;108643;1759.66;2020-01-31;2020-01-31;918262245
69132599;108643;480.55;2020-01-31;2020-01-31;918276676
69132600;108643;47.44;2020-01-31;2020-01-31;918286722
69132602;108643;448.29;2020-01-31;2020-01-31;918312657
69132606;108643;970.95;2020-01-31;2020-01-31;918323796
69132607;108643;3240.10;2020-01-31;2020-01-31;918329489
69132609;108643;346.95;2020-01-31;2020-01-31;918332579
69132610;108643;1911.85;2020-01-31;2020-01-31;918333714
69132611;108643;392.92;2020-01-31;2020-01-31;918348424
69132613;108643;462.86;2020-01-31;2020-01-31;918355995
69132614;108643;1120.34;2020-01-31;2020-01-31;918358262
69132615;108643;29.38;2020-01-31;2020-01-31;918390195
69132616;108643;328.91;2020-01-31;2020-01-31;918396284
69132617;108643;48.45;2020-01-31;2020-01-31;918404077
69132622;108643;2741.10;2020-01-31;2020-01-31;918418544
69132625;108643;1028.27;2020-01-31;2020-01-31;918432336
69132629;108643;394.21;2020-01-31;2020-01-31;918452329
69132630;108643;1383.81;2020-01-31;2020-01-31;918463628
69132631;108643;256.23;2020-01-31;2020-01-31;918465864
69132633;108643;113.59;2020-01-31;2020-01-31;918468992
69132636;108643;1368.36;2020-01-31;2020-01-31;918492255
69132637;108643;756.98;2020-01-31;2020-01-31;918492954
69132639;108643;588.70;2020-01-31;2020-01-31;918493406
69132641;108643;2169.09;2020-01-31;2020-01-31;918495952
69132643;108643;764.81;2020-01-31;2020-01-31;918509046
69132645;108643;856.71;2020-01-31;2020-01-31;918512829
69132646;108643;328.67;2020-01-31;2020-01-31;918513254
69132648;108643;1984.91;2020-01-31;2020-01-31;918514891
69132656;108643;492.20;2020-01-31;2020-01-31;918606754
69132657;108643;622.89;2020-01-31;2020-01-31;918608285
69132658;108643;1047.29;2020-01-31;2020-01-31;918616247
69132662;108643;706.41;2020-01-31;2020-01-31;918635435
69132664;108643;553.21;2020-01-31;2020-01-31;918661766
69132667;108643;48.92;2020-01-31;2020-01-31;918667272
69132669;108643;363.75;2020-01-31;2020-01-31;918679189
69132670;108643;40.94;2020-01-31;2020-01-31;918680337
69132678;108643;299.06;2020-01-31;2020-01-31;918746423
69132680;108643;69.63;2020-01-31;2020-01-31;918778925
69132683;108643;3021.57;2020-01-31;2020-01-31;918800399
69132684;108643;1049.67;2020-01-31;2020-01-31;918804401
69132689;108643;672.84;2020-01-31;2020-01-31;918840725
69132690;108643;1265.10;2020-01-31;2020-01-31;918848960
69132691;108643;311.67;2020-01-31;2020-01-31;918851741
69132692;108643;1659.06;2020-01-31;2020-01-31;918855282
69132693;108643;1990.41;2020-01-31;2020-01-31;918859603
69132694;108643;895.90;2020-01-31;2020-01-31;918863383
69132697;108643;259.37;2020-01-31;2020-01-31;918875577
69132701;108643;1309.29;2020-01-31;2020-01-31;918890015
69132706;108643;556.99;2020-01-31;2020-01-31;918943736
69132707;108643;144.73;2020-01-31;2020-01-31;918948733
69132708;108643;475.23;2020-01-31;2020-01-31;918951100
69132711;108643;422.36;2020-01-31;2020-01-31;918958545
69132712;108643;1113.02;2020-01-31;2020-01-31;918960061
69132714;108643;25.53;2020-01-31;2020-01-31;919011349
69132716;108643;358.25;2020-01-31;2020-01-31;919039930
69132717;108643;610.06;2020-01-31;2020-01-31;919043853
69132720;108643;1068.60;2020-01-31;2020-01-31;919062445
69132722;108643;416.50;2020-01-31;2020-01-31;919075013
69132724;108643;409.04;2020-01-31;2020-01-31;919081574
69132728;108643;167.03;2020-01-31;2020-01-31;919142632
69132729;108643;165.15;2020-01-31;2020-01-31;919165547
69132730;108643;451.35;2020-01-31;2020-01-31;919167349
69132731;108643;461.56;2020-01-31;2020-01-31;919173700
69132734;108643;859.48;2020-01-31;2020-01-31;919193401
69132736;108643;375.94;2020-01-31;2020-01-31;919222063
69132737;108643;211.05;2020-01-31;2020-01-31;919222517
69132738;108643;990.70;2020-01-31;2020-01-31;919229291
69132739;108643;2963.45;2020-01-31;2020-01-31;919237522
69132743;108643;668.65;2020-01-31;2020-01-31;919256999
69132744;108643;767.11;2020-01-31;2020-01-31;919258230
69132750;108643;671.47;2020-01-31;2020-01-31;919322535
69132752;108643;359.38;2020-01-31;2020-01-31;919339635
69132753;108643;260.97;2020-01-31;2020-01-31;919344865
69132755;108643;261.26;2020-01-31;2020-01-31;919364177
69132756;108643;560.17;2020-01-31;2020-01-31;919381411
69132760;108643;629.71;2020-01-31;2020-01-31;919386884
69132761;108643;3466.16;2020-01-31;2020-01-31;919407457
69132762;108643;793.86;2020-01-31;2020-01-31;919407618
69132763;108643;1425.97;2020-01-31;2020-01-31;919409527
69132765;108643;314.84;2020-01-31;2020-01-31;919414733
69132768;108643;20.75;2020-01-31;2020-01-31;919473435
69132771;108643;338.96;2020-01-31;2020-01-31;919486499
69132772;108643;48.51;2020-01-31;2020-01-31;919487406
